Channel,Device,Pasta1,Pasta2,Pasta3,Hibrido,Tag_name
FMA1,Debulha,Aeration,2207,,_debulha200[7].Lote_texto,lavoura
FMA1,Debulha,Aeration,2208,,_debulha200[8].Lote_texto,lavoura
FMA1,Debulha,Aeration,2209,,_debulha200[9].Lote_texto,lavoura
FMA1,Debulha,Aeration,2210,,_debulha200[10].Lote_texto,lavoura
FMA1,Debulha,Aeration,2211,,_debulha200[11].Lote_texto,lavoura
FMA1,Debulha,Aeration,2212,,_debulha200[12].Lote_texto,lavoura
FMA1,Debulha,Aeration,2213,,_debulha200[13].Lote_texto,lavoura
FMA1,Debulha,Aeration,2214,,_debulha200[14].Lote_texto,lavoura
FMA1,Debulha,Aeration,2215,,_debulha200[15].Lote_texto,lavoura
FMA1,Debulha,Aeration,2216,,_debulha200[16].Lote_texto,lavoura
FMA1,Debulha,Aeration,2217,,_debulha200[17].Lote_texto,lavoura
FMA1,Debulha,Aeration,2218,,_debulha200[18].Lote_texto,lavoura
FMA1,Debulha,Aeration,2219,,_debulha200[19].Lote_texto,lavoura
FMA1,Debulha,Aeration,2220,,_debulha200[20].Lote_texto,lavoura
FMA1,Debulha,Aeration,2221,,_debulha200[21].Lote_texto,lavoura
FMA1,Debulha,Aeration,2222,,_debulha200[22].Lote_texto,lavoura
FMA1,Debulha,Aeration,2223,,_debulha200[23].Lote_texto,lavoura
FMA1,Debulha,Aeration,2224,,_debulha200[24].Lote_texto,lavoura
FMA1,Debulha,Aeration,2101,,_debulha100[1].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2102,,_debulha100[2].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2103,,_debulha100[3].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2104,,_debulha100[4].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2105,,_debulha100[5].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2106,,_debulha100[6].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2107,,_debulha100[7].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2108,,_debulha100[8].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2109,,_debulha100[9].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2110,,_debulha100[10].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2111,,_debulha100[11].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2112,,_debulha100[12].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2113,,_debulha100[13].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2114,,_debulha100[14].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2115,,_debulha100[15].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2116,,_debulha100[16].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2117,,_debulha100[17].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2118,,_debulha100[18].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2119,,_debulha100[19].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2120,,_debulha100[20].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2121,,_debulha100[21].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2122,,_debulha100[22].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2123,,_debulha100[23].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2124,,_debulha100[24].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2201,,_debulha200[1].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2202,,_debulha200[2].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2203,,_debulha200[3].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2204,,_debulha200[4].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2205,,_debulha200[5].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2206,,_debulha200[6].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2207,,_debulha200[7].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2208,,_debulha200[8].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2209,,_debulha200[9].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2210,,_debulha200[10].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2211,,_debulha200[11].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2212,,_debulha200[12].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2213,,_debulha200[13].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2214,,_debulha200[14].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2215,,_debulha200[15].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2216,,_debulha200[16].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2217,,_debulha200[17].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2218,,_debulha200[18].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2219,,_debulha200[19].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2220,,_debulha200[20].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2221,,_debulha200[21].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2222,,_debulha200[22].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2223,,_debulha200[23].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2224,,_debulha200[24].Segregracao_texto,segregacao
FMA1,Debulha,Aeration,2101,,_debulha100[1].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2102,,_debulha100[2].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2103,,_debulha100[3].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2104,,_debulha100[4].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2105,,_debulha100[5].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2106,,_debulha100[6].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2107,,_debulha100[7].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2108,,_debulha100[8].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2109,,_debulha100[9].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2110,,_debulha100[10].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2111,,_debulha100[11].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2112,,_debulha100[12].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2113,,_debulha100[13].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2114,,_debulha100[14].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2115,,_debulha100[15].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2116,,_debulha100[16].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2117,,_debulha100[17].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2118,,_debulha100[18].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2119,,_debulha100[19].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2120,,_debulha100[20].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2121,,_debulha100[21].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2122,,_debulha100[22].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2123,,_debulha100[23].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2124,,_debulha100[24].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2201,,_debulha200[1].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2202,,_debulha200[2].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2203,,_debulha200[3].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2204,,_debulha200[4].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2205,,_debulha200[5].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2206,,_debulha200[6].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2207,,_debulha200[7].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2208,,_debulha200[8].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2209,,_debulha200[9].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2210,,_debulha200[10].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2211,,_debulha200[11].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2212,,_debulha200[12].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2213,,_debulha200[13].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2214,,_debulha200[14].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2215,,_debulha200[15].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2216,,_debulha200[16].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2217,,_debulha200[17].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2218,,_debulha200[18].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2219,,_debulha200[19].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2220,,_debulha200[20].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2221,,_debulha200[21].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2222,,_debulha200[22].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2223,,_debulha200[23].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2224,,_debulha200[24].Fertilidade_texto,fertilidade
FMA1,Debulha,Aeration,2101,,_debulha100[1].altura_silo,altura_silo
FMA1,Debulha,Aeration,2102,,_debulha100[2].altura_silo,altura_silo
FMA1,Debulha,Aeration,2103,,_debulha100[3].altura_silo,altura_silo
FMA1,Debulha,Aeration,2104,,_debulha100[4].altura_silo,altura_silo
FMA1,Debulha,Aeration,2105,,_debulha100[5].altura_silo,altura_silo
FMA1,Debulha,Aeration,2106,,_debulha100[6].altura_silo,altura_silo
FMA1,Debulha,Aeration,2107,,_debulha100[7].altura_silo,altura_silo
FMA1,Debulha,Aeration,2108,,_debulha100[8].altura_silo,altura_silo
FMA1,Debulha,Aeration,2109,,_debulha100[9].altura_silo,altura_silo
FMA1,Debulha,Aeration,2110,,_debulha100[10].altura_silo,altura_silo
FMA1,Debulha,Aeration,2111,,_debulha100[11].altura_silo,altura_silo
FMA1,Debulha,Aeration,2112,,_debulha100[12].altura_silo,altura_silo
FMA1,Debulha,Aeration,2113,,_debulha100[13].altura_silo,altura_silo
FMA1,Debulha,Aeration,2114,,_debulha100[14].altura_silo,altura_silo
FMA1,Debulha,Aeration,2115,,_debulha100[15].altura_silo,altura_silo
FMA1,Debulha,Aeration,2116,,_debulha100[16].altura_silo,altura_silo
FMA1,Debulha,Aeration,2117,,_debulha100[17].altura_silo,altura_silo
FMA1,Debulha,Aeration,2118,,_debulha100[18].altura_silo,altura_silo
FMA1,Debulha,Aeration,2119,,_debulha100[19].altura_silo,altura_silo
FMA1,Debulha,Aeration,2120,,_debulha100[20].altura_silo,altura_silo
FMA1,Debulha,Aeration,2121,,_debulha100[21].altura_silo,altura_silo
FMA1,Debulha,Aeration,2122,,_debulha100[22].altura_silo,altura_silo
FMA1,Debulha,Aeration,2123,,_debulha100[23].altura_silo,altura_silo
FMA1,Debulha,Aeration,2124,,_debulha100[24].altura_silo,altura_silo
FMA1,Debulha,Aeration,2201,,_debulha200[1].altura_silo,altura_silo
FMA1,Debulha,Aeration,2202,,_debulha200[2].altura_silo,altura_silo
FMA1,Debulha,Aeration,2203,,_debulha200[3].altura_silo,altura_silo
FMA1,Debulha,Aeration,2204,,_debulha200[4].altura_silo,altura_silo
FMA1,Debulha,Aeration,2205,,_debulha200[5].altura_silo,altura_silo
FMA1,Debulha,Aeration,2206,,_debulha200[6].altura_silo,altura_silo
FMA1,Debulha,Aeration,2207,,_debulha200[7].altura_silo,altura_silo
FMA1,Debulha,Aeration,2208,,_debulha200[8].altura_silo,altura_silo
FMA1,Debulha,Aeration,2209,,_debulha200[9].altura_silo,altura_silo
FMA1,Debulha,Aeration,2210,,_debulha200[10].altura_silo,altura_silo
FMA1,Debulha,Aeration,2211,,_debulha200[11].altura_silo,altura_silo
FMA1,Debulha,Aeration,2212,,_debulha200[12].altura_silo,altura_silo
FMA1,Debulha,Aeration,2213,,_debulha200[13].altura_silo,altura_silo
FMA1,Debulha,Aeration,2214,,_debulha200[14].altura_silo,altura_silo
FMA1,Debulha,Aeration,2215,,_debulha200[15].altura_silo,altura_silo
FMA1,Debulha,Aeration,2216,,_debulha200[16].altura_silo,altura_silo
FMA1,Debulha,Aeration,2217,,_debulha200[17].altura_silo,altura_silo
FMA1,Debulha,Aeration,2218,,_debulha200[18].altura_silo,altura_silo
FMA1,Debulha,Aeration,2219,,_debulha200[19].altura_silo,altura_silo
FMA1,Debulha,Aeration,2220,,_debulha200[20].altura_silo,altura_silo
FMA1,Debulha,Aeration,2221,,_debulha200[21].altura_silo,altura_silo
FMA1,Debulha,Aeration,2222,,_debulha200[22].altura_silo,altura_silo
FMA1,Debulha,Aeration,2223,,_debulha200[23].altura_silo,altura_silo
FMA1,Debulha,Aeration,2224,,_debulha200[24].altura_silo,altura_silo
FMA1,Debulha,Aeration,2101,,_debulha100[1].hora_inic,hora_inic
FMA1,Debulha,Aeration,2102,,_debulha100[2].hora_inic,hora_inic
FMA1,Debulha,Aeration,2103,,_debulha100[3].hora_inic,hora_inic
FMA1,Debulha,Aeration,2104,,_debulha100[4].hora_inic,hora_inic
FMA1,Debulha,Aeration,2105,,_debulha100[5].hora_inic,hora_inic
FMA1,Debulha,Aeration,2106,,_debulha100[6].hora_inic,hora_inic
FMA1,Debulha,Aeration,2107,,_debulha100[7].hora_inic,hora_inic
FMA1,Debulha,Aeration,2108,,_debulha100[8].hora_inic,hora_inic
FMA1,Debulha,Aeration,2109,,_debulha100[9].hora_inic,hora_inic
FMA1,Debulha,Aeration,2110,,_debulha100[10].hora_inic,hora_inic
FMA1,Debulha,Aeration,2111,,_debulha100[11].hora_inic,hora_inic
FMA1,Debulha,Aeration,2112,,_debulha100[12].hora_inic,hora_inic
FMA1,Debulha,Aeration,2113,,_debulha100[13].hora_inic,hora_inic
FMA1,Debulha,Aeration,2114,,_debulha100[14].hora_inic,hora_inic
FMA1,Debulha,Aeration,2115,,_debulha100[15].hora_inic,hora_inic
FMA1,Debulha,Aeration,2116,,_debulha100[16].hora_inic,hora_inic
FMA1,Debulha,Aeration,2117,,_debulha100[17].hora_inic,hora_inic
FMA1,Debulha,Aeration,2118,,_debulha100[18].hora_inic,hora_inic
FMA1,Debulha,Aeration,2119,,_debulha100[19].hora_inic,hora_inic
FMA1,Debulha,Aeration,2120,,_debulha100[20].hora_inic,hora_inic
FMA1,Debulha,Aeration,2121,,_debulha100[21].hora_inic,hora_inic
FMA1,Debulha,Aeration,2122,,_debulha100[22].hora_inic,hora_inic
FMA1,Debulha,Aeration,2123,,_debulha100[23].hora_inic,hora_inic
FMA1,Debulha,Aeration,2124,,_debulha100[24].hora_inic,hora_inic
FMA1,Debulha,Aeration,2201,,_debulha200[1].hora_inic,hora_inic
FMA1,Debulha,Aeration,2202,,_debulha200[2].hora_inic,hora_inic
FMA1,Debulha,Aeration,2203,,_debulha200[3].hora_inic,hora_inic
FMA1,Debulha,Aeration,2204,,_debulha200[4].hora_inic,hora_inic
FMA1,Debulha,Aeration,2205,,_debulha200[5].hora_inic,hora_inic
FMA1,Debulha,Aeration,2206,,_debulha200[6].hora_inic,hora_inic
FMA1,Debulha,Aeration,2207,,_debulha200[7].hora_inic,hora_inic
FMA1,Debulha,Aeration,2208,,_debulha200[8].hora_inic,hora_inic
FMA1,Debulha,Aeration,2209,,_debulha200[9].hora_inic,hora_inic
FMA1,Debulha,Aeration,2210,,_debulha200[10].hora_inic,hora_inic
FMA1,Debulha,Aeration,2211,,_debulha200[11].hora_inic,hora_inic
FMA1,Debulha,Aeration,2212,,_debulha200[12].hora_inic,hora_inic
FMA1,Debulha,Aeration,2213,,_debulha200[13].hora_inic,hora_inic
FMA1,Debulha,Aeration,2214,,_debulha200[14].hora_inic,hora_inic
FMA1,Debulha,Aeration,2215,,_debulha200[15].hora_inic,hora_inic
FMA1,Debulha,Aeration,2216,,_debulha200[16].hora_inic,hora_inic
FMA1,Debulha,Aeration,2217,,_debulha200[17].hora_inic,hora_inic
FMA1,Debulha,Aeration,2218,,_debulha200[18].hora_inic,hora_inic
FMA1,Debulha,Aeration,2219,,_debulha200[19].hora_inic,hora_inic
FMA1,Debulha,Aeration,2220,,_debulha200[20].hora_inic,hora_inic
FMA1,Debulha,Aeration,2221,,_debulha200[21].hora_inic,hora_inic
FMA1,Debulha,Aeration,2222,,_debulha200[22].hora_inic,hora_inic
FMA1,Debulha,Aeration,2223,,_debulha200[23].hora_inic,hora_inic
FMA1,Debulha,Aeration,2224,,_debulha200[24].hora_inic,hora_inic
FMA1,Debulha,Aeration,2101,,_debulha100[1].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2102,,_debulha100[2].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2103,,_debulha100[3].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2104,,_debulha100[4].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2105,,_debulha100[5].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2106,,_debulha100[6].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2107,,_debulha100[7].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2108,,_debulha100[8].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2109,,_debulha100[9].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2110,,_debulha100[10].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2111,,_debulha100[11].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2112,,_debulha100[12].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2113,,_debulha100[13].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2114,,_debulha100[14].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2115,,_debulha100[15].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2116,,_debulha100[16].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2117,,_debulha100[17].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2118,,_debulha100[18].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2119,,_debulha100[19].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2120,,_debulha100[20].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2121,,_debulha100[21].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2122,,_debulha100[22].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2123,,_debulha100[23].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2124,,_debulha100[24].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2201,,_debulha200[1].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2202,,_debulha200[2].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2203,,_debulha200[3].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2204,,_debulha200[4].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2205,,_debulha200[5].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2206,,_debulha200[6].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2207,,_debulha200[7].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2208,,_debulha200[8].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2209,,_debulha200[9].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2210,,_debulha200[10].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2211,,_debulha200[11].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2212,,_debulha200[12].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2213,,_debulha200[13].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2214,,_debulha200[14].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2215,,_debulha200[15].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2216,,_debulha200[16].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2217,,_debulha200[17].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2218,,_debulha200[18].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2219,,_debulha200[19].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2220,,_debulha200[20].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2221,,_debulha200[21].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2222,,_debulha200[22].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2223,,_debulha200[23].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2224,,_debulha200[24].peso_estimado,peso_estimado
FMA1,Debulha,Aeration,2101,,_debulha100[1].observacao,observacao
FMA1,Debulha,Aeration,2102,,_debulha100[2].observacao,observacao
FMA1,Debulha,Aeration,2103,,_debulha100[3].observacao,observacao
FMA1,Debulha,Aeration,2104,,_debulha100[4].observacao,observacao
FMA1,Debulha,Aeration,2105,,_debulha100[5].observacao,observacao
FMA1,Debulha,Aeration,2106,,_debulha100[6].observacao,observacao
FMA1,Debulha,Aeration,2107,,_debulha100[7].observacao,observacao
FMA1,Debulha,Aeration,2108,,_debulha100[8].observacao,observacao
