Channel,Device,Pasta1,Pasta2,Pasta3,Hibrido,Tag_name
FMA1,Debulha,Aeration,2109,,_debulha100[9].observacao,observacao
FMA1,Debulha,Aeration,2110,,_debulha100[10].observacao,observacao
FMA1,Debulha,Aeration,2111,,_debulha100[11].observacao,observacao
FMA1,Debulha,Aeration,2112,,_debulha100[12].observacao,observacao
FMA1,Debulha,Aeration,2113,,_debulha100[13].observacao,observacao
FMA1,Debulha,Aeration,2114,,_debulha100[14].observacao,observacao
FMA1,Debulha,Aeration,2115,,_debulha100[15].observacao,observacao
FMA1,Debulha,Aeration,2116,,_debulha100[16].observacao,observacao
FMA1,Debulha,Aeration,2117,,_debulha100[17].observacao,observacao
FMA1,Debulha,Aeration,2118,,_debulha100[18].observacao,observacao
FMA1,Debulha,Aeration,2119,,_debulha100[19].observacao,observacao
FMA1,Debulha,Aeration,2120,,_debulha100[20].observacao,observacao
FMA1,Debulha,Aeration,2121,,_debulha100[21].observacao,observacao
FMA1,Debulha,Aeration,2122,,_debulha100[22].observacao,observacao
FMA1,Debulha,Aeration,2123,,_debulha100[23].observacao,observacao
FMA1,Debulha,Aeration,2124,,_debulha100[24].observacao,observacao
FMA1,Debulha,Aeration,2201,,_debulha200[1].observacao,observacao
FMA1,Debulha,Aeration,2202,,_debulha200[2].observacao,observacao
FMA1,Debulha,Aeration,2203,,_debulha200[3].observacao,observacao
FMA1,Debulha,Aeration,2204,,_debulha200[4].observacao,observacao
FMA1,Debulha,Aeration,2205,,_debulha200[5].observacao,observacao
FMA1,Debulha,Aeration,2206,,_debulha200[6].observacao,observacao
FMA1,Debulha,Aeration,2207,,_debulha200[7].observacao,observacao
FMA1,Debulha,Aeration,2208,,_debulha200[8].observacao,observacao
FMA1,Debulha,Aeration,2209,,_debulha200[9].observacao,observacao
FMA1,Debulha,Aeration,2210,,_debulha200[10].observacao,observacao
FMA1,Debulha,Aeration,2211,,_debulha200[11].observacao,observacao
FMA1,Debulha,Aeration,2212,,_debulha200[12].observacao,observacao
FMA1,Debulha,Aeration,2213,,_debulha200[13].observacao,observacao
FMA1,Debulha,Aeration,2214,,_debulha200[14].observacao,observacao
FMA1,Debulha,Aeration,2215,,_debulha200[15].observacao,observacao
FMA1,Debulha,Aeration,2216,,_debulha200[16].observacao,observacao
FMA1,Debulha,Aeration,2217,,_debulha200[17].observacao,observacao
FMA1,Debulha,Aeration,2218,,_debulha200[18].observacao,observacao
FMA1,Debulha,Aeration,2219,,_debulha200[19].observacao,observacao
FMA1,Debulha,Aeration,2220,,_debulha200[20].observacao,observacao
FMA1,Debulha,Aeration,2221,,_debulha200[21].observacao,observacao
FMA1,Debulha,Aeration,2222,,_debulha200[22].observacao,observacao
FMA1,Debulha,Aeration,2223,,_debulha200[23].observacao,observacao
FMA1,Debulha,Aeration,2224,,_debulha200[24].observacao,observacao
FMA1,Debulha,Aeration,2101,,_debulha100[1].Temperatura,temperatura
FMA1,Debulha,Aeration,2102,,_debulha100[2].Temperatura,temperatura
FMA1,Debulha,Aeration,2103,,_debulha100[3].Temperatura,temperatura
FMA1,Debulha,Aeration,2104,,_debulha100[4].Temperatura,temperatura
FMA1,Debulha,Aeration,2105,,_debulha100[5].Temperatura,temperatura
FMA1,Debulha,Aeration,2106,,_debulha100[6].Temperatura,temperatura
FMA1,Debulha,Aeration,2107,,_debulha100[7].Temperatura,temperatura
FMA1,Debulha,Aeration,2108,,_debulha100[8].Temperatura,temperatura
FMA1,Debulha,Aeration,2109,,_debulha100[9].Temperatura,temperatura
FMA1,Debulha,Aeration,2110,,_debulha100[10].Temperatura,temperatura
FMA1,Debulha,Aeration,2111,,_debulha100[11].Temperatura,temperatura
FMA1,Debulha,Aeration,2112,,_debulha100[12].Temperatura,temperatura
FMA1,Debulha,Aeration,2113,,_debulha100[13].Temperatura,temperatura
FMA1,Debulha,Aeration,2114,,_debulha100[14].Temperatura,temperatura
FMA1,Debulha,Aeration,2115,,_debulha100[15].Temperatura,temperatura
FMA1,Debulha,Aeration,2116,,_debulha100[16].Temperatura,temperatura
FMA1,Debulha,Aeration,2117,,_debulha100[17].Temperatura,temperatura
FMA1,Debulha,Aeration,2118,,_debulha100[18].Temperatura,temperatura
FMA1,Debulha,Aeration,2119,,_debulha100[19].Temperatura,temperatura
FMA1,Debulha,Aeration,2120,,_debulha100[20].Temperatura,temperatura
FMA1,Debulha,Aeration,2121,,_debulha100[21].Temperatura,temperatura
FMA1,Debulha,Aeration,2122,,_debulha100[22].Temperatura,temperatura
FMA1,Debulha,Aeration,2123,,_debulha100[23].Temperatura,temperatura
FMA1,Debulha,Aeration,2124,,_debulha100[24].Temperatura,temperatura
FMA1,Debulha,Aeration,2201,,_debulha200[1].Temperatura,temperatura
FMA1,Debulha,Aeration,2202,,_debulha200[2].Temperatura,temperatura
FMA1,Debulha,Aeration,2203,,_debulha200[3].Temperatura,temperatura
FMA1,Debulha,Aeration,2204,,_debulha200[4].Temperatura,temperatura
FMA1,Debulha,Aeration,2205,,_debulha200[5].Temperatura,temperatura
FMA1,Debulha,Aeration,2206,,_debulha200[6].Temperatura,temperatura
FMA1,Debulha,Aeration,2207,,_debulha200[7].Temperatura,temperatura
FMA1,Debulha,Aeration,2208,,_debulha200[8].Temperatura,temperatura
FMA1,Debulha,Aeration,2209,,_debulha200[9].Temperatura,temperatura
FMA1,Debulha,Aeration,2210,,_debulha200[10].Temperatura,temperatura
FMA1,Debulha,Aeration,2211,,_debulha200[11].Temperatura,temperatura
FMA1,Debulha,Aeration,2212,,_debulha200[12].Temperatura,temperatura
FMA1,Debulha,Aeration,2213,,_debulha200[13].Temperatura,temperatura
FMA1,Debulha,Aeration,2214,,_debulha200[14].Temperatura,temperatura
FMA1,Debulha,Aeration,2215,,_debulha200[15].Temperatura,temperatura
FMA1,Debulha,Aeration,2216,,_debulha200[16].Temperatura,temperatura
FMA1,Debulha,Aeration,2217,,_debulha200[17].Temperatura,temperatura
FMA1,Debulha,Aeration,2218,,_debulha200[18].Temperatura,temperatura
FMA1,Debulha,Aeration,2219,,_debulha200[19].Temperatura,temperatura
FMA1,Debulha,Aeration,2220,,_debulha200[20].Temperatura,temperatura
FMA1,Debulha,Aeration,2221,,_debulha200[21].Temperatura,temperatura
FMA1,Debulha,Aeration,2222,,_debulha200[22].Temperatura,temperatura
FMA1,Debulha,Aeration,2223,,_debulha200[23].Temperatura,temperatura
FMA1,Debulha,Aeration,2224,,_debulha200[24].Temperatura,temperatura
FMA1,Debulha,Estacao_meteorologica,,,EA2[61],umidade_ambiente
FMA1,Debulha,Estacao_meteorologica,,,EA2[60],temperatura_ambiente
